Lead_ID,Lead_Date,MQL_Date,SQL_Date,Opportunity_Date,Won_Date,Deal_Value,Sales_Cycle_Days,Company_Name,Industry,Company_Size,Region,Lead_Source,Sales_Rep,Product_Interest,Engagement_Score,Lead_Status
L01222,2025-07-27,2025-08-01,2025-08-03,2025-08-06,,884865,,Company_1222,Technology,Enterprise,Central,Google Ads,Amit,ERP Software,21,Lead
L01223,2025-07-26,2025-08-01,,,,0,,Company_1223,Education,Enterprise,Central,Trade Show,Arjun,Cloud Solutions,76,SQL
L01224,2025-10-04,2025-10-08,,,,0,,Company_1224,Manufacturing,Small,East,Email Campaign,Vikash,Cloud Solutions,70,Lost
L01225,2025-05-19,2025-05-20,2025-05-29,2025-06-04,,572513,,Company_1225,Logistics,Mid-Market,East,Webinar,Priya,Cybersecurity,97,Lead
L01226,2025-11-01,2025-11-07,2025-11-15,,,0,,Company_1226,Retail,Small,North,Webinar,Rahul,Cloud Solutions,16,Opportunity
L01227,2025-03-06,2025-03-10,2025-03-17,2025-03-22,,350957,,Company_1227,Retail,Small,North,Email Campaign,Vikash,Analytics Platform,65,Lead
L01228,2025-11-21,2025-11-26,2025-12-06,,,0,,Company_1228,Healthcare,Mid-Market,North,Website,Arjun,CRM Software,48,SQL
L01229,2025-04-07,2025-04-11,2025-04-13,,,0,,Company_1229,Logistics,Mid-Market,South,Webinar,Sneha,Analytics Platform,74,Lead
L01230,2025-01-06,2025-01-13,2025-01-20,,,0,,Company_1230,Education,Small,East,Website,Sneha,Cybersecurity,13,MQL
L01231,2025-10-02,2025-10-05,2025-10-15,,,0,,Company_1231,Education,Small,Central,Google Ads,Arjun,ERP Software,100,SQL
L01232,2025-04-07,2025-04-08,,,,0,,Company_1232,Finance,Small,South,Google Ads,Arjun,CRM Software,47,MQL
L01233,2025-02-13,,,,,0,,Company_1233,Retail,Small,North,Google Ads,Priya,Analytics Platform,80,Lead
L01234,2025-03-26,,,,,0,,Company_1234,Manufacturing,Enterprise,North,Email Campaign,Vikash,CRM Software,62,Opportunity
L01235,2025-05-10,2025-05-12,2025-05-16,2025-05-20,2025-06-03,471073,24.0,Company_1235,Finance,Enterprise,South,Email Campaign,Arjun,CRM Software,32,SQL
L01236,2025-05-21,2025-05-24,2025-05-30,,,0,,Company_1236,Manufacturing,Small,North,LinkedIn,Neha,Cybersecurity,44,MQL
L01237,2025-07-17,,,,,0,,Company_1237,Logistics,Enterprise,East,LinkedIn,Arjun,Analytics Platform,84,Opportunity
L01238,2025-10-06,2025-10-11,2025-10-16,2025-10-25,2025-11-05,258220,30.0,Company_1238,Education,Mid-Market,South,Email Campaign,Vikash,Analytics Platform,94,Lead
L01239,2025-02-04,2025-02-05,2025-02-11,2025-02-14,,381702,,Company_1239,Technology,Small,South,Website,Amit,Cybersecurity,63,Opportunity
L01240,2025-09-10,,,,,0,,Company_1240,Education,Small,Central,Google Ads,Amit,ERP Software,12,MQL
L01241,2025-10-26,2025-10-30,2025-11-09,,,0,,Company_1241,Healthcare,Small,Central,Referral,Neha,CRM Software,97,Lost
L01242,2025-12-21,2025-12-23,2026-01-01,,,0,,Company_1242,Finance,Small,East,Trade Show,Vikash,CRM Software,16,SQL
L01243,2025-03-24,,,,,0,,Company_1243,Technology,Enterprise,North,Webinar,Neha,Analytics Platform,76,Opportunity
L01244,2025-09-01,,,,,0,,Company_1244,Logistics,Enterprise,East,Email Campaign,Rahul,Analytics Platform,11,Won
L01245,2025-09-26,,,,,0,,Company_1245,Manufacturing,Enterprise,East,Google Ads,Vikash,Analytics Platform,51,MQL
L01246,2025-08-01,,,,,0,,Company_1246,Manufacturing,Enterprise,East,LinkedIn,Sneha,Analytics Platform,21,SQL
L01247,2025-02-03,,,,,0,,Company_1247,Healthcare,Mid-Market,South,Website,Neha,Cloud Solutions,37,SQL
L01248,2025-03-02,,,,,0,,Company_1248,Education,Small,Central,Trade Show,Rahul,Analytics Platform,69,Lead
L01249,2025-08-26,2025-08-29,2025-09-04,,,0,,Company_1249,Healthcare,Small,South,Webinar,Rahul,CRM Software,59,MQL
L01250,2025-04-13,2025-04-18,2025-04-21,,,0,,Company_1250,Healthcare,Mid-Market,East,Email Campaign,Amit,Analytics Platform,17,MQL
L01251,2025-07-09,,,,,0,,Company_1251,Education,Mid-Market,Central,Google Ads,Neha,Cybersecurity,16,Lost
L01252,2025-03-12,2025-03-18,2025-03-23,2025-04-05,2025-04-29,770713,48.0,Company_1252,Education,Small,East,Referral,Neha,Analytics Platform,90,Lead
L01253,2025-09-25,,,,,0,,Company_1253,Technology,Enterprise,North,Referral,Arjun,Cybersecurity,72,Lead
L01254,2025-01-30,,,,,0,,Company_1254,Logistics,Mid-Market,South,LinkedIn,Neha,Cybersecurity,72,Opportunity
L01255,2025-01-24,2025-01-27,2025-01-30,,,0,,Company_1255,Finance,Mid-Market,South,Webinar,Sneha,Cloud Solutions,66,Lead
L01256,2025-09-23,2025-09-25,2025-10-03,,,0,,Company_1256,Logistics,Enterprise,North,Webinar,Vikash,Cloud Solutions,20,Lead
L01257,2025-06-06,,,,,0,,Company_1257,Finance,Enterprise,East,Trade Show,Arjun,Cloud Solutions,25,MQL
L01258,2025-11-15,2025-11-16,2025-11-19,2025-11-27,2025-12-07,627873,22.0,Company_1258,Retail,Mid-Market,North,Trade Show,Rahul,Analytics Platform,33,SQL
L01259,2025-08-15,2025-08-20,2025-08-26,,,0,,Company_1259,Logistics,Enterprise,South,LinkedIn,Vikash,Cybersecurity,43,Lost
L01260,2025-06-26,2025-06-29,2025-07-08,2025-07-13,,90652,,Company_1260,Manufacturing,Mid-Market,East,Trade Show,Amit,CRM Software,63,Lost
L01261,2025-01-25,2025-01-29,2025-02-06,,,0,,Company_1261,Logistics,Enterprise,South,Referral,Neha,Cybersecurity,61,Opportunity
L01262,2025-06-06,,,,,0,,Company_1262,Retail,Small,East,LinkedIn,Rahul,Analytics Platform,29,SQL
L01263,2025-06-29,2025-07-05,2025-07-12,2025-07-26,2025-08-19,376315,51.0,Company_1263,Logistics,Mid-Market,North,Webinar,Arjun,ERP Software,73,Lost
L01264,2025-12-05,2025-12-06,,,,0,,Company_1264,Healthcare,Enterprise,Central,Website,Priya,Cybersecurity,96,Lead
L01265,2025-01-08,2025-01-10,,,,0,,Company_1265,Education,Enterprise,East,Google Ads,Rahul,CRM Software,32,Lead
L01266,2025-10-08,,,,,0,,Company_1266,Finance,Enterprise,Central,Email Campaign,Sneha,Cloud Solutions,10,Won
L01267,2025-01-27,2025-01-31,2025-02-02,,,0,,Company_1267,Logistics,Mid-Market,North,Webinar,Amit,Cybersecurity,41,Lost
L01268,2025-08-01,2025-08-08,2025-08-18,,,0,,Company_1268,Finance,Enterprise,South,Referral,Rahul,Analytics Platform,66,Lead
L01269,2025-06-21,,,,,0,,Company_1269,Manufacturing,Mid-Market,North,Google Ads,Neha,Cloud Solutions,58,MQL
L01270,2025-10-22,2025-10-25,2025-10-27,2025-11-09,2025-12-05,360777,44.0,Company_1270,Education,Enterprise,South,Trade Show,Arjun,Analytics Platform,39,Lost
L01271,2025-04-06,,,,,0,,Company_1271,Education,Mid-Market,East,Webinar,Vikash,Analytics Platform,52,Lead
L01272,2025-10-14,2025-10-21,2025-10-23,2025-11-03,,76182,,Company_1272,Finance,Mid-Market,West,Trade Show,Priya,CRM Software,46,Opportunity
L01273,2025-12-19,2025-12-20,,,,0,,Company_1273,Logistics,Mid-Market,South,Google Ads,Amit,Cybersecurity,22,Opportunity
L01274,2025-06-27,,,,,0,,Company_1274,Education,Mid-Market,South,Referral,Arjun,CRM Software,53,MQL
L01275,2025-11-13,2025-11-19,2025-11-24,,,0,,Company_1275,Logistics,Enterprise,East,Google Ads,Neha,ERP Software,40,Lead
L01276,2025-07-11,2025-07-14,,,,0,,Company_1276,Finance,Mid-Market,North,Trade Show,Arjun,Cybersecurity,46,Lead
L01277,2025-09-04,2025-09-11,2025-09-17,,,0,,Company_1277,Healthcare,Small,Central,Website,Priya,ERP Software,95,Lost
L01278,2025-06-29,2025-07-03,,,,0,,Company_1278,Education,Small,North,Google Ads,Amit,CRM Software,29,MQL
L01279,2025-06-22,,,,,0,,Company_1279,Retail,Small,Central,Webinar,Amit,CRM Software,29,Opportunity
L01280,2025-10-15,2025-10-17,2025-10-22,2025-10-25,2025-11-01,782191,17.0,Company_1280,Manufacturing,Enterprise,Central,Webinar,Vikash,ERP Software,40,MQL
L01281,2025-03-31,2025-04-01,,,,0,,Company_1281,Education,Mid-Market,East,Google Ads,Sneha,Cloud Solutions,40,Lost
L01282,2025-12-20,2025-12-26,2026-01-05,,,0,,Company_1282,Logistics,Mid-Market,South,LinkedIn,Amit,Cloud Solutions,73,Opportunity
L01283,2025-10-19,2025-10-22,2025-10-31,,,0,,Company_1283,Manufacturing,Small,East,Google Ads,Rahul,Analytics Platform,66,Won
L01284,2025-01-27,2025-02-02,2025-02-10,,,0,,Company_1284,Technology,Small,Central,Webinar,Arjun,ERP Software,27,Won
L01285,2025-06-03,2025-06-05,,,,0,,Company_1285,Manufacturing,Small,West,Email Campaign,Sneha,CRM Software,82,Lead
L01286,2025-04-11,,,,,0,,Company_1286,Retail,Mid-Market,East,Website,Sneha,Cloud Solutions,22,Lead
L01287,2025-02-14,2025-02-19,2025-02-25,2025-03-11,2025-03-23,690139,37.0,Company_1287,Logistics,Small,East,Email Campaign,Neha,Analytics Platform,67,Lost
L01288,2025-08-17,2025-08-18,2025-08-21,,,0,,Company_1288,Manufacturing,Enterprise,West,LinkedIn,Priya,Analytics Platform,29,MQL
L01289,2025-01-30,2025-02-01,,,,0,,Company_1289,Education,Enterprise,Central,Webinar,Amit,CRM Software,16,Won
L01290,2025-12-04,2025-12-10,,,,0,,Company_1290,Retail,Small,Central,Google Ads,Neha,CRM Software,24,Lead
L01291,2025-06-01,,,,,0,,Company_1291,Healthcare,Mid-Market,North,Referral,Neha,CRM Software,89,Lead
L01292,2025-11-03,,,,,0,,Company_1292,Technology,Small,North,Email Campaign,Neha,ERP Software,89,Lead
L01293,2025-09-10,2025-09-15,2025-09-22,2025-09-25,,499053,,Company_1293,Finance,Small,South,Webinar,Rahul,Analytics Platform,83,Lead
L01294,2025-12-30,,,,,0,,Company_1294,Logistics,Small,North,Webinar,Amit,ERP Software,18,Opportunity
L01295,2025-01-30,2025-02-02,2025-02-05,2025-02-16,,557179,,Company_1295,Retail,Small,North,Trade Show,Sneha,Cloud Solutions,37,Opportunity
L01296,2025-04-28,2025-05-04,2025-05-06,,,0,,Company_1296,Healthcare,Enterprise,South,Referral,Amit,ERP Software,70,Lead
L01297,2025-02-07,2025-02-14,2025-02-21,,,0,,Company_1297,Manufacturing,Small,North,Referral,Neha,CRM Software,100,Lead
L01298,2025-05-25,2025-05-28,,,,0,,Company_1298,Logistics,Mid-Market,North,Trade Show,Rahul,ERP Software,49,Lead
L01299,2025-05-18,2025-05-21,,,,0,,Company_1299,Logistics,Mid-Market,East,Webinar,Priya,ERP Software,74,Lead
L01300,2025-07-08,2025-07-15,2025-07-18,,,0,,Company_1300,Retail,Small,South,LinkedIn,Vikash,Cloud Solutions,24,MQL
L01301,2025-11-24,2025-11-25,,,,0,,Company_1301,Education,Enterprise,West,Webinar,Priya,Analytics Platform,44,SQL
L01302,2025-10-29,,,,,0,,Company_1302,Manufacturing,Mid-Market,East,LinkedIn,Vikash,Cloud Solutions,13,Lead
L01303,2025-07-11,2025-07-16,2025-07-18,2025-07-26,2025-08-15,614692,35.0,Company_1303,Healthcare,Mid-Market,South,Google Ads,Neha,CRM Software,18,SQL
L01304,2025-05-05,2025-05-10,2025-05-16,2025-05-26,2025-06-10,656519,36.0,Company_1304,Logistics,Small,North,Webinar,Vikash,CRM Software,69,SQL
L01305,2025-09-03,2025-09-06,,,,0,,Company_1305,Manufacturing,Mid-Market,Central,Website,Priya,Cloud Solutions,56,Lead
L01306,2025-03-16,,,,,0,,Company_1306,Technology,Mid-Market,East,Google Ads,Vikash,Analytics Platform,88,SQL
L01307,2025-05-26,2025-06-02,2025-06-04,2025-06-14,2025-06-19,543912,24.0,Company_1307,Technology,Mid-Market,South,LinkedIn,Sneha,Analytics Platform,83,SQL
L01308,2025-02-13,,,,,0,,Company_1308,Education,Small,Central,Google Ads,Arjun,Analytics Platform,55,MQL
L01309,2025-04-26,,,,,0,,Company_1309,Retail,Mid-Market,East,Referral,Amit,ERP Software,75,Opportunity
L01310,2025-11-23,2025-11-30,2025-12-02,,,0,,Company_1310,Logistics,Enterprise,Central,Email Campaign,Vikash,Cloud Solutions,73,MQL
L01311,2025-05-02,2025-05-08,2025-05-16,,,0,,Company_1311,Retail,Enterprise,Central,LinkedIn,Arjun,ERP Software,97,Lead
L01312,2025-09-17,2025-09-18,,,,0,,Company_1312,Healthcare,Enterprise,East,Webinar,Arjun,ERP Software,81,SQL
L01313,2025-12-17,,,,,0,,Company_1313,Education,Small,South,Webinar,Vikash,Cloud Solutions,68,Lead
L01314,2025-10-01,2025-10-07,2025-10-15,2025-10-24,,664282,,Company_1314,Finance,Enterprise,North,Referral,Amit,CRM Software,85,MQL
L01315,2025-08-26,2025-08-30,2025-09-09,2025-09-21,2025-09-30,935204,35.0,Company_1315,Manufacturing,Enterprise,North,Google Ads,Priya,CRM Software,54,Lost
L01316,2025-07-13,,,,,0,,Company_1316,Technology,Enterprise,West,Trade Show,Sneha,Analytics Platform,72,Lead
L01317,2025-04-16,2025-04-21,2025-04-28,2025-05-11,2025-06-02,472834,47.0,Company_1317,Technology,Mid-Market,West,Trade Show,Amit,Cloud Solutions,97,Lead
L01318,2025-11-15,2025-11-20,2025-11-22,2025-12-01,,483077,,Company_1318,Logistics,Enterprise,Central,Email Campaign,Sneha,Analytics Platform,16,Lost
L01319,2025-10-25,2025-10-30,2025-11-03,2025-11-15,,823360,,Company_1319,Education,Small,East,Trade Show,Amit,Cybersecurity,52,Lead
L01320,2025-08-24,,,,,0,,Company_1320,Retail,Small,Central,LinkedIn,Arjun,Cybersecurity,66,Opportunity
L01321,2025-05-24,,,,,0,,Company_1321,Retail,Small,Central,Google Ads,Priya,Cybersecurity,89,MQL
L01322,2025-07-29,,,,,0,,Company_1322,Manufacturing,Mid-Market,East,Website,Vikash,Analytics Platform,57,Won
L01323,2025-10-17,2025-10-24,2025-10-30,,,0,,Company_1323,Education,Small,West,Trade Show,Vikash,Cybersecurity,27,Opportunity
L01324,2025-07-12,,,,,0,,Company_1324,Healthcare,Mid-Market,North,LinkedIn,Rahul,Cloud Solutions,90,Won
L01325,2025-05-31,2025-06-07,,,,0,,Company_1325,Education,Mid-Market,North,Website,Neha,Cybersecurity,12,Lost
L01326,2025-12-05,2025-12-07,,,,0,,Company_1326,Retail,Enterprise,East,Email Campaign,Amit,CRM Software,25,SQL
L01327,2025-08-06,,,,,0,,Company_1327,Technology,Small,South,LinkedIn,Vikash,ERP Software,77,Won
L01328,2025-04-12,2025-04-16,2025-04-21,,,0,,Company_1328,Finance,Mid-Market,South,Referral,Neha,Analytics Platform,48,Won
L01329,2025-08-30,,,,,0,,Company_1329,Retail,Enterprise,Central,LinkedIn,Neha,CRM Software,16,MQL
L01330,2025-06-21,,,,,0,,Company_1330,Manufacturing,Mid-Market,Central,Email Campaign,Arjun,Cloud Solutions,41,SQL
L01331,2025-01-11,2025-01-13,2025-01-18,2025-01-29,,397641,,Company_1331,Technology,Mid-Market,Central,Webinar,Vikash,CRM Software,76,Lost
L01332,2025-08-24,,,,,0,,Company_1332,Finance,Small,West,Referral,Priya,ERP Software,29,SQL
L01333,2025-09-23,2025-09-25,,,,0,,Company_1333,Education,Mid-Market,South,Email Campaign,Arjun,ERP Software,96,MQL
L01334,2025-11-17,,,,,0,,Company_1334,Education,Enterprise,West,Email Campaign,Sneha,Cloud Solutions,66,Won
L01335,2025-07-04,2025-07-09,2025-07-14,2025-07-19,,974243,,Company_1335,Healthcare,Enterprise,North,LinkedIn,Amit,CRM Software,86,SQL
L01336,2025-02-28,2025-03-02,2025-03-09,2025-03-22,2025-04-07,659347,38.0,Company_1336,Manufacturing,Enterprise,North,Webinar,Arjun,CRM Software,24,SQL
L01337,2025-09-13,,,,,0,,Company_1337,Education,Mid-Market,South,Webinar,Neha,Analytics Platform,65,MQL
L01338,2025-03-17,2025-03-21,2025-03-27,2025-04-05,,544654,,Company_1338,Logistics,Mid-Market,West,LinkedIn,Vikash,Cybersecurity,22,MQL
L01339,2025-03-08,2025-03-15,,,,0,,Company_1339,Education,Small,East,LinkedIn,Priya,ERP Software,95,MQL
L01340,2025-01-13,2025-01-18,2025-01-23,,,0,,Company_1340,Retail,Enterprise,East,Trade Show,Arjun,CRM Software,70,Opportunity
L01341,2025-10-15,2025-10-22,2025-10-25,2025-11-03,,956068,,Company_1341,Healthcare,Mid-Market,Central,Webinar,Amit,Cybersecurity,19,MQL
L01342,2025-07-07,2025-07-08,,,,0,,Company_1342,Manufacturing,Small,Central,LinkedIn,Neha,CRM Software,32,MQL
L01343,2025-01-24,,,,,0,,Company_1343,Education,Small,East,Webinar,Amit,ERP Software,67,Won
L01344,2025-01-03,2025-01-04,,,,0,,Company_1344,Manufacturing,Mid-Market,West,Referral,Sneha,CRM Software,51,Opportunity
L01345,2025-07-13,,,,,0,,Company_1345,Education,Small,South,Website,Arjun,Cloud Solutions,77,Lead
L01346,2025-10-20,2025-10-27,2025-10-29,2025-11-08,,739627,,Company_1346,Finance,Small,South,Website,Arjun,ERP Software,69,Lead
L01347,2025-06-22,,,,,0,,Company_1347,Technology,Mid-Market,North,Email Campaign,Arjun,Analytics Platform,58,Lead
L01348,2025-01-14,2025-01-17,2025-01-20,,,0,,Company_1348,Finance,Small,Central,Website,Sneha,Analytics Platform,69,Lead
L01349,2025-10-20,2025-10-26,2025-11-04,,,0,,Company_1349,Education,Small,North,Website,Arjun,Cloud Solutions,44,Won
L01350,2025-07-12,2025-07-18,2025-07-27,,,0,,Company_1350,Education,Mid-Market,East,LinkedIn,Sneha,Cloud Solutions,14,Won
L01351,2025-09-16,2025-09-22,2025-09-27,2025-09-30,,985476,,Company_1351,Logistics,Enterprise,West,Email Campaign,Neha,Cybersecurity,34,Lost
L01352,2025-10-22,2025-10-26,2025-11-04,2025-11-09,2025-11-20,508346,29.0,Company_1352,Retail,Mid-Market,South,Email Campaign,Rahul,Cybersecurity,17,Lead
L01353,2025-04-17,,,,,0,,Company_1353,Retail,Enterprise,Central,Google Ads,Priya,CRM Software,16,Lead
L01354,2025-03-11,2025-03-14,2025-03-16,,,0,,Company_1354,Healthcare,Mid-Market,North,Trade Show,Rahul,ERP Software,67,Lead
L01355,2025-03-11,2025-03-14,,,,0,,Company_1355,Manufacturing,Small,Central,Email Campaign,Amit,Analytics Platform,36,MQL
L01356,2025-02-11,2025-02-12,2025-02-22,,,0,,Company_1356,Healthcare,Small,South,Trade Show,Sneha,CRM Software,58,SQL
L01357,2025-03-11,2025-03-16,,,,0,,Company_1357,Education,Enterprise,North,Email Campaign,Vikash,Cybersecurity,29,Won
L01358,2025-05-19,2025-05-23,2025-05-31,2025-06-15,,647302,,Company_1358,Finance,Small,East,Website,Amit,Analytics Platform,74,Lead
L01359,2025-09-01,,,,,0,,Company_1359,Healthcare,Small,West,Google Ads,Sneha,Cloud Solutions,28,MQL
L01360,2025-12-28,,,,,0,,Company_1360,Retail,Enterprise,West,Email Campaign,Vikash,Cloud Solutions,39,Opportunity
L01361,2025-08-31,2025-09-01,,,,0,,Company_1361,Retail,Mid-Market,Central,Trade Show,Vikash,CRM Software,18,SQL
L01362,2025-05-09,,,,,0,,Company_1362,Education,Mid-Market,South,Referral,Rahul,Cloud Solutions,80,Won
L01363,2025-05-02,,,,,0,,Company_1363,Manufacturing,Small,East,LinkedIn,Vikash,Cybersecurity,61,SQL
L01364,2025-01-25,,,,,0,,Company_1364,Retail,Enterprise,West,LinkedIn,Arjun,Cloud Solutions,63,Opportunity
L01365,2025-06-05,,,,,0,,Company_1365,Healthcare,Mid-Market,North,Website,Rahul,CRM Software,68,Lost
L01366,2025-10-26,,,,,0,,Company_1366,Manufacturing,Enterprise,West,Referral,Rahul,ERP Software,98,SQL
L01367,2025-11-21,2025-11-27,,,,0,,Company_1367,Healthcare,Enterprise,Central,Google Ads,Rahul,CRM Software,75,Lead
L01368,2025-03-30,2025-04-03,2025-04-06,2025-04-18,2025-05-07,955576,38.0,Company_1368,Healthcare,Enterprise,East,LinkedIn,Priya,CRM Software,92,SQL
L01369,2025-04-05,,,,,0,,Company_1369,Healthcare,Enterprise,North,LinkedIn,Amit,Cloud Solutions,59,Lost
L01370,2025-01-13,,,,,0,,Company_1370,Manufacturing,Small,South,Google Ads,Amit,Cloud Solutions,98,MQL
L01371,2025-10-13,2025-10-16,,,,0,,Company_1371,Education,Enterprise,East,Email Campaign,Sneha,Analytics Platform,32,Lead
L01372,2025-05-18,2025-05-20,2025-05-23,2025-06-01,,698926,,Company_1372,Technology,Small,South,Email Campaign,Amit,CRM Software,26,SQL
L01373,2025-07-04,2025-07-06,2025-07-14,,,0,,Company_1373,Finance,Mid-Market,Central,Google Ads,Sneha,Analytics Platform,56,Lead
L01374,2025-07-10,,,,,0,,Company_1374,Technology,Small,East,Website,Rahul,Cloud Solutions,68,Won
L01375,2025-12-15,2025-12-20,2025-12-25,,,0,,Company_1375,Finance,Enterprise,West,Referral,Arjun,ERP Software,77,MQL
L01376,2025-04-26,2025-05-01,2025-05-03,2025-05-09,2025-05-20,147802,24.0,Company_1376,Logistics,Enterprise,North,Trade Show,Priya,ERP Software,98,MQL
L01377,2025-01-04,2025-01-05,2025-01-07,,,0,,Company_1377,Logistics,Small,East,Webinar,Rahul,Cybersecurity,15,Lead
L01378,2025-05-28,2025-06-03,2025-06-10,,,0,,Company_1378,Retail,Enterprise,East,Email Campaign,Priya,Cybersecurity,89,Opportunity
L01379,2025-11-20,,,,,0,,Company_1379,Education,Mid-Market,North,Referral,Sneha,Cybersecurity,81,Lead
L01380,2025-04-10,,,,,0,,Company_1380,Finance,Enterprise,West,Webinar,Amit,ERP Software,85,SQL
L01381,2025-02-16,2025-02-20,,,,0,,Company_1381,Logistics,Small,East,LinkedIn,Amit,Analytics Platform,10,Lead
L01382,2025-10-11,2025-10-16,,,,0,,Company_1382,Manufacturing,Mid-Market,West,Webinar,Arjun,Cybersecurity,35,Lead
L01383,2025-10-16,2025-10-17,2025-10-26,,,0,,Company_1383,Retail,Enterprise,West,Website,Neha,Cloud Solutions,87,Lead
L01384,2025-07-18,2025-07-25,2025-07-29,2025-08-10,2025-09-07,810162,51.0,Company_1384,Technology,Mid-Market,East,Webinar,Neha,Analytics Platform,67,MQL
L01385,2025-07-09,2025-07-10,,,,0,,Company_1385,Education,Enterprise,South,Website,Amit,ERP Software,43,Lead
L01386,2025-11-26,,,,,0,,Company_1386,Retail,Mid-Market,East,Website,Neha,Cloud Solutions,74,Lost
L01387,2025-02-28,2025-03-04,,,,0,,Company_1387,Manufacturing,Small,West,Website,Priya,Analytics Platform,21,Lead
L01388,2025-06-17,,,,,0,,Company_1388,Logistics,Mid-Market,South,Webinar,Neha,ERP Software,89,Lead
L01389,2025-03-19,2025-03-25,2025-03-27,,,0,,Company_1389,Healthcare,Small,South,Website,Amit,Cloud Solutions,70,MQL
L01390,2025-05-13,,,,,0,,Company_1390,Finance,Small,North,Website,Sneha,Cybersecurity,59,Opportunity
L01391,2025-02-27,2025-03-02,2025-03-05,,,0,,Company_1391,Technology,Mid-Market,North,Trade Show,Sneha,ERP Software,70,Lead
L01392,2025-09-25,2025-09-27,,,,0,,Company_1392,Manufacturing,Enterprise,Central,Google Ads,Vikash,Cloud Solutions,39,Won
L01393,2025-07-29,2025-08-02,2025-08-06,,,0,,Company_1393,Finance,Enterprise,North,Website,Sneha,CRM Software,12,Lead
L01394,2025-11-27,2025-12-01,,,,0,,Company_1394,Logistics,Enterprise,North,Google Ads,Rahul,Analytics Platform,27,Opportunity
L01395,2025-03-29,,,,,0,,Company_1395,Retail,Small,East,LinkedIn,Rahul,Cloud Solutions,10,Lead
L01396,2025-05-23,2025-05-30,,,,0,,Company_1396,Education,Small,Central,Trade Show,Arjun,ERP Software,53,Opportunity
